run_id	run_group	optimizer	transform	dataset	dgp	n_dims	sigma_sq	num_runs	learning_rate	n_outer_iter	bfgs_maxiter	gn_max_feval	newton_maxiter	shrinkage	tau_lr_multiplier	use_prefit	k_folds	cv_seed	folds_completed	run_outcome	out_corr	out_corr_std	in_corr	overfit_gap	out_rmse	elapsed_mean	ds_n_consumers	ds_n_products	ds_n_segments	ds_noise	ds_missing_rate	ds_gen_dims
baseline_0129	baseline	bfgs	per_consumer_bias	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6654	0.0365	0.8267	0.1613	0.0986	0.017	80	12	4	0.05	0.05	4
baseline_0130	baseline	bfgs	per_consumer_affine	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7666	0.0276	0.9075	0.1408	0.0813	0.018	80	12	4	0.05	0.05	4
baseline_0131	baseline	adam	none	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7411	0.0352	0.8650	0.1240	0.0869	0.506	80	12	4	0.05	0.05	4
baseline_0132	baseline	adam	affine	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7411	0.0352	0.8650	0.1240	0.0840	0.522	80	12	4	0.05	0.05	4
baseline_0133	baseline	adam	logistic	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7639	0.0306	0.8879	0.1239	0.0809	0.510	80	12	4	0.05	0.05	4
baseline_0134	baseline	adam	per_consumer_bias	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7479	0.0277	0.8713	0.1234	0.0858	0.506	80	12	4	0.05	0.05	4
baseline_0135	baseline	adam	per_consumer_affine	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7513	0.0335	0.9178	0.1665	0.0849	0.513	80	12	4	0.05	0.05	4
baseline_0136	baseline	gauss_newton	none	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6278	0.0482	0.7186	0.0909	0.1356	0.446	80	12	4	0.05	0.05	4
baseline_0137	baseline	gauss_newton	affine	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6278	0.0482	0.7186	0.0909	0.0958	0.469	80	12	4	0.05	0.05	4
baseline_0138	baseline	gauss_newton	logistic	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6335	0.0521	0.7197	0.0862	0.0951	0.446	80	12	4	0.05	0.05	4
baseline_0139	baseline	gauss_newton	per_consumer_bias	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6348	0.0544	0.8231	0.1882	0.1033	0.444	80	12	4	0.05	0.05	4
baseline_0140	baseline	gauss_newton	per_consumer_affine	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7502	0.0287	0.9067	0.1565	0.0841	0.454	80	12	4	0.05	0.05	4
baseline_0141	baseline	newton	none	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6498	0.0577	0.7411	0.0912	0.1340	0.059	80	12	4	0.05	0.05	4
baseline_0142	baseline	newton	affine	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6498	0.0577	0.7411	0.0912	0.0937	0.058	80	12	4	0.05	0.05	4
baseline_0143	baseline	newton	logistic	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6540	0.0629	0.7424	0.0884	0.0931	0.057	80	12	4	0.05	0.05	4
baseline_0144	baseline	newton	per_consumer_bias	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6699	0.0491	0.8373	0.1673	0.0973	0.057	80	12	4	0.05	0.05	4
baseline_0145	baseline	newton	per_consumer_affine	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7777	0.0272	0.9049	0.1273	0.0790	0.058	80	12	4	0.05	0.05	4
baseline_0146	baseline	ennis	none	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7772	0.0477	0.9214	0.1443	0.0807	2.223	80	12	4	0.05	0.05	4
baseline_0147	baseline	ennis	affine	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7772	0.0477	0.9214	0.1443	0.0807	2.222	80	12	4	0.05	0.05	4
baseline_0148	baseline	ennis	logistic	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7672	0.0512	0.9174	0.1502	0.0822	2.227	80	12	4	0.05	0.05	4
baseline_0149	baseline	ennis	per_consumer_bias	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7772	0.0477	0.9215	0.1442	0.0807	2.230	80	12	4	0.05	0.05	4
baseline_0150	baseline	ennis	per_consumer_affine	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1616	0.3296	0.9226	0.7610	2.8743	2.245	80	12	4	0.05	0.05	4
shrinkage_0001	shrinkage	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.0	0.5	False	5	42	5	success	0.6148	0.0999	0.9715	0.3567	0.1196	0.415	50	8	3	0.05	0.0	2
shrinkage_0002	shrinkage	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.001	0.5	False	5	42	5	success	0.6940	0.2097	0.9494	0.2554	0.0928	0.432	50	8	3	0.05	0.0	2
shrinkage_0003	shrinkage	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7256	0.1136	0.9313	0.2057	0.0910	0.416	50	8	3	0.05	0.0	2
shrinkage_0004	shrinkage	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.01	0.5	False	5	42	5	success	0.7183	0.1149	0.9294	0.2110	0.0926	0.416	50	8	3	0.05	0.0	2
shrinkage_0005	shrinkage	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.05	0.5	False	5	42	5	success	0.7604	0.0561	0.9302	0.1698	0.0873	0.422	50	8	3	0.05	0.0	2
shrinkage_0006	shrinkage	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.1	0.5	False	5	42	5	success	0.6999	0.1678	0.9269	0.2270	0.0938	0.447	50	8	3	0.05	0.0	2
shrinkage_0007	shrinkage	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.5	0.5	False	5	42	5	success	0.7276	0.1377	0.9292	0.2016	0.0902	0.428	50	8	3	0.05	0.0	2
shrinkage_0008	shrinkage	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.0	0.5	False	5	42	5	success	0.7352	0.0710	0.9447	0.2094	0.1175	0.414	50	8	3	0.05	0.0	2
shrinkage_0009	shrinkage	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.001	0.5	False	5	42	5	success	0.6688	0.0462	0.9296	0.2607	0.1324	0.418	50	8	3	0.05	0.0	2
shrinkage_0010	shrinkage	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6123	0.1103	0.8970	0.2848	0.1381	0.416	50	8	3	0.05	0.0	2
shrinkage_0011	shrinkage	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.01	0.5	False	5	42	5	success	0.5970	0.1130	0.8835	0.2865	0.1410	0.406	50	8	3	0.05	0.0	2
shrinkage_0012	shrinkage	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.05	0.5	False	5	42	5	success	0.5778	0.0950	0.8459	0.2680	0.1439	0.424	50	8	3	0.05	0.0	2
shrinkage_0013	shrinkage	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.1	0.5	False	5	42	5	success	0.5650	0.1031	0.8378	0.2728	0.1453	0.431	50	8	3	0.05	0.0	2
shrinkage_0014	shrinkage	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.5	0.5	False	5	42	5	success	0.5341	0.0964	0.8164	0.2824	0.1506	0.412	50	8	3	0.05	0.0	2
shrinkage_0015	shrinkage	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.0	0.5	False	5	42	5	success	0.2698	0.1009	0.8699	0.6001	0.0736	0.553	80	12	4	0.05	0.05	3
shrinkage_0016	shrinkage	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.001	0.5	False	5	42	5	success	0.2927	0.0564	0.7798	0.4871	0.0702	0.487	80	12	4	0.05	0.05	3
shrinkage_0017	shrinkage	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.3381	0.0512	0.7483	0.4101	0.0690	0.484	80	12	4	0.05	0.05	3
shrinkage_0018	shrinkage	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.01	0.5	False	5	42	5	success	0.3341	0.0850	0.7125	0.3783	0.0710	0.379	80	12	4	0.05	0.05	3
shrinkage_0019	shrinkage	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.05	0.5	False	5	42	5	success	0.3116	0.1131	0.7092	0.3976	0.0700	0.446	80	12	4	0.05	0.05	3
shrinkage_0020	shrinkage	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.1	0.5	False	5	42	5	success	0.3342	0.0878	0.7181	0.3839	0.0694	0.423	80	12	4	0.05	0.05	3
shrinkage_0021	shrinkage	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.5	0.5	False	5	42	5	success	0.3333	0.0853	0.7225	0.3892	0.0683	0.456	80	12	4	0.05	0.05	3
shrinkage_0022	shrinkage	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.0	0.5	False	5	42	5	success	0.7596	0.0419	0.9087	0.1491	0.0926	0.500	80	12	4	0.05	0.05	3
shrinkage_0023	shrinkage	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.001	0.5	False	5	42	5	success	0.7826	0.0227	0.9200	0.1374	0.0877	0.521	80	12	4	0.05	0.05	3
shrinkage_0024	shrinkage	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7712	0.0330	0.8973	0.1261	0.0884	0.504	80	12	4	0.05	0.05	3
shrinkage_0025	shrinkage	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.01	0.5	False	5	42	5	success	0.7634	0.0347	0.8889	0.1255	0.0893	0.503	80	12	4	0.05	0.05	3
shrinkage_0026	shrinkage	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.05	0.5	False	5	42	5	success	0.7592	0.0385	0.8739	0.1147	0.0896	0.522	80	12	4	0.05	0.05	3
shrinkage_0027	shrinkage	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.1	0.5	False	5	42	5	success	0.7500	0.0356	0.8694	0.1193	0.0912	0.533	80	12	4	0.05	0.05	3
shrinkage_0028	shrinkage	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.5	0.5	False	5	42	5	success	0.7465	0.0400	0.8660	0.1195	0.0915	0.525	80	12	4	0.05	0.05	3
shrinkage_0029	shrinkage	bfgs	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.0	0.5	False	5	42	5	success	0.7037	0.0757	0.9265	0.2229	0.0978	0.013	50	8	3	0.05	0.0	2
shrinkage_0030	shrinkage	bfgs	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.001	0.5	False	5	42	5	success	0.7461	0.0564	0.9243	0.1782	0.0862	0.014	50	8	3	0.05	0.0	2
shrinkage_0031	shrinkage	bfgs	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7141	0.0722	0.9141	0.2000	0.0915	0.014	50	8	3	0.05	0.0	2
shrinkage_0032	shrinkage	bfgs	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.01	0.5	False	5	42	5	success	0.7433	0.0747	0.9176	0.1743	0.0853	0.015	50	8	3	0.05	0.0	2
shrinkage_0033	shrinkage	bfgs	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.05	0.5	False	5	42	5	success	0.7178	0.0573	0.9151	0.1974	0.0910	0.013	50	8	3	0.05	0.0	2
shrinkage_0034	shrinkage	bfgs	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.1	0.5	False	5	42	5	success	0.7411	0.0776	0.9201	0.1790	0.0863	0.013	50	8	3	0.05	0.0	2
shrinkage_0035	shrinkage	bfgs	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.5	0.5	False	5	42	5	success	0.7367	0.0885	0.9086	0.1719	0.0882	0.013	50	8	3	0.05	0.0	2
shrinkage_0036	shrinkage	bfgs	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.0	0.5	False	5	42	5	success	0.6381	0.0535	0.8628	0.2247	0.1676	0.012	50	8	3	0.05	0.0	2
shrinkage_0037	shrinkage	bfgs	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.001	0.5	False	5	42	5	success	0.6030	0.0519	0.8859	0.2828	0.1578	0.012	50	8	3	0.05	0.0	2
shrinkage_0038	shrinkage	bfgs	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5987	0.0814	0.8626	0.2639	0.1540	0.012	50	8	3	0.05	0.0	2
shrinkage_0039	shrinkage	bfgs	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.01	0.5	False	5	42	5	success	0.6059	0.0866	0.8715	0.2656	0.1496	0.011	50	8	3	0.05	0.0	2
shrinkage_0040	shrinkage	bfgs	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.05	0.5	False	5	42	5	success	0.5937	0.0868	0.8601	0.2664	0.1485	0.012	50	8	3	0.05	0.0	2
shrinkage_0041	shrinkage	bfgs	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.1	0.5	False	5	42	5	success	0.5876	0.0871	0.8550	0.2674	0.1490	0.012	50	8	3	0.05	0.0	2
shrinkage_0042	shrinkage	bfgs	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.5	0.5	False	5	42	5	success	0.5863	0.0759	0.8566	0.2703	0.1467	0.012	50	8	3	0.05	0.0	2
shrinkage_0043	shrinkage	bfgs	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.0	0.5	False	5	42	5	success	0.3382	0.1131	0.6720	0.3339	0.0635	0.017	80	12	4	0.05	0.05	3
shrinkage_0044	shrinkage	bfgs	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.001	0.5	False	5	42	5	success	0.2523	0.1347	0.6465	0.3942	0.0606	0.017	80	12	4	0.05	0.05	3
shrinkage_0045	shrinkage	bfgs	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.2542	0.1325	0.6538	0.3996	0.0608	0.017	80	12	4	0.05	0.05	3
shrinkage_0046	shrinkage	bfgs	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.01	0.5	False	5	42	5	success	0.2664	0.1355	0.6506	0.3842	0.0601	0.017	80	12	4	0.05	0.05	3
shrinkage_0047	shrinkage	bfgs	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.05	0.5	False	5	42	5	success	0.2572	0.1014	0.6941	0.4369	0.0598	0.017	80	12	4	0.05	0.05	3
shrinkage_0048	shrinkage	bfgs	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.1	0.5	False	5	42	5	success	0.2486	0.1043	0.6946	0.4460	0.0599	0.017	80	12	4	0.05	0.05	3
shrinkage_0049	shrinkage	bfgs	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.5	0.5	False	5	42	5	success	0.1555	0.0808	0.6211	0.4657	0.0630	0.017	80	12	4	0.05	0.05	3
shrinkage_0050	shrinkage	bfgs	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.0	0.5	False	5	42	5	success	0.6924	0.0249	0.8900	0.1976	0.1166	0.017	80	12	4	0.05	0.05	3
shrinkage_0051	shrinkage	bfgs	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.001	0.5	False	5	42	5	success	0.7066	0.0489	0.8903	0.1837	0.1053	0.017	80	12	4	0.05	0.05	3
shrinkage_0052	shrinkage	bfgs	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6837	0.0392	0.8638	0.1801	0.1066	0.017	80	12	4	0.05	0.05	3
shrinkage_0053	shrinkage	bfgs	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.01	0.5	False	5	42	5	success	0.6783	0.0372	0.8571	0.1787	0.1063	0.017	80	12	4	0.05	0.05	3
shrinkage_0054	shrinkage	bfgs	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.05	0.5	False	5	42	5	success	0.6362	0.0378	0.8194	0.1832	0.1138	0.017	80	12	4	0.05	0.05	3
shrinkage_0055	shrinkage	bfgs	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.1	0.5	False	5	42	5	success	0.6587	0.0361	0.8299	0.1712	0.1077	0.017	80	12	4	0.05	0.05	3
shrinkage_0056	shrinkage	bfgs	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.5	0.5	False	5	42	5	success	0.6677	0.0406	0.8324	0.1647	0.1060	0.018	80	12	4	0.05	0.05	3
tau_lr_0057	tau_lr	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.1	False	5	42	5	success	0.7402	0.0929	0.9309	0.1907	0.0894	0.416	50	8	3	0.05	0.0	2
tau_lr_0058	tau_lr	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.25	False	5	42	5	success	0.7354	0.0894	0.9294	0.1940	0.0913	0.421	50	8	3	0.05	0.0	2
tau_lr_0059	tau_lr	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7256	0.1136	0.9313	0.2057	0.0910	0.411	50	8	3	0.05	0.0	2
tau_lr_0060	tau_lr	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.75	False	5	42	5	success	0.7368	0.0944	0.9307	0.1940	0.0891	0.430	50	8	3	0.05	0.0	2
tau_lr_0061	tau_lr	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	1.0	False	5	42	5	success	0.7088	0.1288	0.9275	0.2187	0.0937	0.416	50	8	3	0.05	0.0	2
tau_lr_0062	tau_lr	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	2.0	False	5	42	5	success	0.7390	0.0929	0.9300	0.1911	0.0899	0.469	50	8	3	0.05	0.0	2
tau_lr_0063	tau_lr	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.1	False	5	42	5	success	0.6217	0.1119	0.8982	0.2766	0.1384	0.431	50	8	3	0.05	0.0	2
tau_lr_0064	tau_lr	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.25	False	5	42	5	success	0.6160	0.1107	0.8979	0.2818	0.1384	0.415	50	8	3	0.05	0.0	2
tau_lr_0065	tau_lr	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6123	0.1103	0.8970	0.2848	0.1381	0.415	50	8	3	0.05	0.0	2
tau_lr_0066	tau_lr	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.75	False	5	42	5	success	0.6201	0.1144	0.9033	0.2832	0.1383	0.430	50	8	3	0.05	0.0	2
tau_lr_0067	tau_lr	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.005	1.0	False	5	42	5	success	0.6140	0.0976	0.9007	0.2866	0.1396	0.414	50	8	3	0.05	0.0	2
tau_lr_0068	tau_lr	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.005	2.0	False	5	42	5	success	0.6168	0.1142	0.8997	0.2829	0.1382	0.441	50	8	3	0.05	0.0	2
tau_lr_0069	tau_lr	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.1	False	5	42	5	success	0.3564	0.0818	0.7175	0.3611	0.0661	0.456	80	12	4	0.05	0.05	3
tau_lr_0070	tau_lr	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.25	False	5	42	5	success	0.3503	0.0716	0.7470	0.3967	0.0673	0.480	80	12	4	0.05	0.05	3
tau_lr_0071	tau_lr	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.3381	0.0512	0.7483	0.4101	0.0690	0.479	80	12	4	0.05	0.05	3
tau_lr_0072	tau_lr	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.75	False	5	42	5	success	0.3132	0.1190	0.7530	0.4398	0.0672	0.500	80	12	4	0.05	0.05	3
tau_lr_0073	tau_lr	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.005	1.0	False	5	42	5	success	0.3164	0.1086	0.7452	0.4289	0.0678	0.502	80	12	4	0.05	0.05	3
tau_lr_0074	tau_lr	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.005	2.0	False	5	42	5	success	0.2772	0.1325	0.7079	0.4307	0.0736	0.452	80	12	4	0.05	0.05	3
tau_lr_0075	tau_lr	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.005	0.1	False	5	42	5	success	0.7727	0.0346	0.8978	0.1251	0.0882	0.518	80	12	4	0.05	0.05	3
tau_lr_0076	tau_lr	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.005	0.25	False	5	42	5	success	0.7743	0.0385	0.8971	0.1228	0.0875	0.521	80	12	4	0.05	0.05	3
tau_lr_0077	tau_lr	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7712	0.0330	0.8973	0.1261	0.0884	0.528	80	12	4	0.05	0.05	3
tau_lr_0078	tau_lr	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.005	0.75	False	5	42	5	success	0.7750	0.0301	0.8972	0.1222	0.0873	0.500	80	12	4	0.05	0.05	3
tau_lr_0079	tau_lr	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.005	1.0	False	5	42	5	success	0.7729	0.0325	0.8971	0.1243	0.0879	0.507	80	12	4	0.05	0.05	3
tau_lr_0080	tau_lr	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.005	2.0	False	5	42	5	success	0.7737	0.0356	0.8970	0.1233	0.0873	0.503	80	12	4	0.05	0.05	3
sigma_0081	sigma	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.1	1	0.06					0.005	0.5	False	5	42	5	success	0.6037	0.2700	0.9422	0.3384	0.1175	0.401	50	8	3	0.05	0.0	2
sigma_0082	sigma	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7256	0.1136	0.9313	0.2057	0.0910	0.400	50	8	3	0.05	0.0	2
sigma_0083	sigma	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.7711	0.1266	0.9290	0.1579	0.0789	0.400	50	8	3	0.05	0.0	2
sigma_0084	sigma	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.8	1	0.06					0.005	0.5	False	5	42	5	success	0.8173	0.0474	0.9302	0.1129	0.0726	0.415	50	8	3	0.05	0.0	2
sigma_0085	sigma	adam	per_consumer_bias	medium_low_noise	probabilistic	2	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.8212	0.0455	0.9267	0.1055	0.0719	0.441	50	8	3	0.05	0.0	2
sigma_0086	sigma	adam	per_consumer_bias	medium_low_noise	probabilistic	2	1.5	1	0.06					0.005	0.5	False	5	42	5	success	0.8172	0.0449	0.9208	0.1036	0.0726	0.431	50	8	3	0.05	0.0	2
sigma_0087	sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	0.1	1	0.06					0.005	0.5	False	5	42	5	success	0.6001	0.0875	0.8898	0.2897	0.1483	0.411	50	8	3	0.05	0.0	2
sigma_0088	sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6123	0.1103	0.8970	0.2848	0.1381	0.433	50	8	3	0.05	0.0	2
sigma_0089	sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.5970	0.0989	0.8390	0.2419	0.1413	0.428	50	8	3	0.05	0.0	2
sigma_0090	sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	0.8	1	0.06					0.005	0.5	False	5	42	5	success	0.5451	0.1154	0.7948	0.2497	0.1546	0.450	50	8	3	0.05	0.0	2
sigma_0091	sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.6419	0.0574	0.8257	0.1838	0.1263	0.410	50	8	3	0.05	0.0	2
sigma_0092	sigma	adam	per_consumer_bias	medium_low_noise	ennis	2	1.5	1	0.06					0.005	0.5	False	5	42	5	success	0.6190	0.0626	0.8013	0.1823	0.1282	0.406	50	8	3	0.05	0.0	2
sigma_0093	sigma	adam	per_consumer_bias	large_3d	probabilistic	2	0.1	1	0.06					0.005	0.5	False	5	42	5	success	0.2269	0.0473	0.6210	0.3941	0.0705	0.491	80	12	4	0.05	0.05	3
sigma_0094	sigma	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.3381	0.0512	0.7483	0.4101	0.0690	0.464	80	12	4	0.05	0.05	3
sigma_0095	sigma	adam	per_consumer_bias	large_3d	probabilistic	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.3582	0.0396	0.7514	0.3932	0.0644	0.371	80	12	4	0.05	0.05	3
sigma_0096	sigma	adam	per_consumer_bias	large_3d	probabilistic	2	0.8	1	0.06					0.005	0.5	False	5	42	5	success	0.3730	0.0458	0.8025	0.4295	0.0617	0.509	80	12	4	0.05	0.05	3
sigma_0097	sigma	adam	per_consumer_bias	large_3d	probabilistic	2	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.3702	0.0498	0.7990	0.4288	0.0612	0.504	80	12	4	0.05	0.05	3
sigma_0098	sigma	adam	per_consumer_bias	large_3d	probabilistic	2	1.5	1	0.06					0.005	0.5	False	5	42	5	success	0.4394	0.0308	0.7896	0.3502	0.0555	0.505	80	12	4	0.05	0.05	3
sigma_0099	sigma	adam	per_consumer_bias	large_3d	ennis	2	0.1	1	0.06					0.005	0.5	False	5	42	5	success	0.7506	0.0355	0.8881	0.1375	0.0946	0.515	80	12	4	0.05	0.05	3
sigma_0100	sigma	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7712	0.0330	0.8973	0.1261	0.0884	0.517	80	12	4	0.05	0.05	3
sigma_0101	sigma	adam	per_consumer_bias	large_3d	ennis	2	0.5	1	0.06					0.005	0.5	False	5	42	5	success	0.7795	0.0377	0.8929	0.1134	0.0847	0.423	80	12	4	0.05	0.05	3
